Date,State,18+ Dose 1,18+ Dose 2,18+ Total Doses,15-18 Dose 1,15-18 Dose 2,15-18 Total Doses,12-14 Dose 1,12-14 Dose 2,12-14 Total Doses,18-59 Booster Dose,60+ Booster Dose,Booster Total Doses,Total Doses,Week,Month,Year
2021-11-04,NCT of Delhi,13098308,7495034,20593342,0,0,0,0,0,0,0,0,0,20593342,WK 44-2021,Nov-2021,2021
2021-11-04,Goa,1264757,925277,2190034,0,0,0,0,0,0,0,0,0,2190034,WK 44-2021,Nov-2021,2021
2021-11-04,Gujarat,44846120,26680212,71526332,0,0,0,0,0,0,0,0,0,71526332,WK 44-2021,Nov-2021,2021
2021-11-04,Haryana,17810132,8207837,26017969,0,0,0,0,0,0,0,0,0,26017969,WK 44-2021,Nov-2021,2021
2021-11-04,Himachal Pradesh,5720732,3575643,9296375,0,0,0,0,0,0,0,0,0,9296375,WK 44-2021,Nov-2021,2021
2021-11-04,Jammu & Kashmir,9521902,5413414,14935316,0,0,0,0,0,0,0,0,0,14935316,WK 44-2021,Nov-2021,2021
2021-11-04,Jharkhand,15134431,5774867,20909298,0,0,0,0,0,0,0,0,0,20909298,WK 44-2021,Nov-2021,2021
2021-11-04,Karnataka,42626076,23157377,65783453,0,0,0,0,0,0,0,0,0,65783453,WK 44-2021,Nov-2021,2021
2021-11-04,Kerala,25360599,13989680,39350279,0,0,0,0,0,0,0,0,0,39350279,WK 44-2021,Nov-2021,2021
2021-11-04,Ladakh,209115,154134,363249,0,0,0,0,0,0,0,0,0,363249,WK 44-2021,Nov-2021,2021
2021-11-04,Lakshadweep,55142,46477,101619,0,0,0,0,0,0,0,0,0,101619,WK 44-2021,Nov-2021,2021
2021-11-04,Madhya Pradesh,49958305,21377298,71335603,0,0,0,0,0,0,0,0,0,71335603,WK 44-2021,Nov-2021,2021
2021-11-04,Maharashtra,67661579,31369725,99031304,0,0,0,0,0,0,0,0,0,99031304,WK 44-2021,Nov-2021,2021
2021-11-04,Manipur,1252013,745283,1997296,0,0,0,0,0,0,0,0,0,1997296,WK 44-2021,Nov-2021,2021
2021-11-04,Meghalaya,1108270,661932,1770202,0,0,0,0,0,0,0,0,0,1770202,WK 44-2021,Nov-2021,2021
2021-11-04,Mizoram,713202,518057,1231259,0,0,0,0,0,0,0,0,0,1231259,WK 44-2021,Nov-2021,2021
2021-11-04,Nagaland,712026,500360,1212386,0,0,0,0,0,0,0,0,0,1212386,WK 44-2021,Nov-2021,2021
2021-11-04,Odisha,26076033,12056440,38132473,0,0,0,0,0,0,0,0,0,38132473,WK 44-2021,Nov-2021,2021
2021-11-04,Puducherry,734708,407016,1141724,0,0,0,0,0,0,0,0,0,1141724,WK 44-2021,Nov-2021,2021
2021-11-04,Punjab,15992968,6314884,22307852,0,0,0,0,0,0,0,0,0,22307852,WK 44-2021,Nov-2021,2021
2021-11-04,Rajasthan,42615132,20357486,62972618,0,0,0,0,0,0,0,0,0,62972618,WK 44-2021,Nov-2021,2021
2021-11-04,Sikkim,521915,453774,975689,0,0,0,0,0,0,0,0,0,975689,WK 44-2021,Nov-2021,2021
2021-11-04,Tamil Nadu,41378885,17825238,59204123,0,0,0,0,0,0,0,0,0,59204123,WK 44-2021,Nov-2021,2021
2021-11-04,Telangana,22945498,10155853,33101351,0,0,0,0,0,0,0,0,0,33101351,WK 44-2021,Nov-2021,2021
2021-11-04,Tripura,2514451,1718679,4233130,0,0,0,0,0,0,0,0,0,4233130,WK 44-2021,Nov-2021,2021
2021-11-04,Uttar Pradesh,98985709,33709586,132695295,0,0,0,0,0,0,0,0,0,132695295,WK 44-2021,Nov-2021,2021
2021-11-04,Uttarakhand,7485805,3992885,11478690,0,0,0,0,0,0,0,0,0,11478690,WK 44-2021,Nov-2021,2021
2021-11-04,West Bengal,57839897,22279583,80119480,0,0,0,0,0,0,0,0,0,80119480,WK 44-2021,Nov-2021,2021
2021-11-05,Andaman & Nicobar Island,294270,203183,497453,0,0,0,0,0,0,0,0,0,497453,WK 44-2021,Nov-2021,2021
2021-11-05,Andhra Pradesh,33242341,20913706,54156047,0,0,0,0,0,0,0,0,0,54156047,WK 44-2021,Nov-2021,2021
2021-11-05,Arunanchal Pradesh,774360,547845,1322205,0,0,0,0,0,0,0,0,0,1322205,WK 44-2021,Nov-2021,2021
2021-11-05,Assam,20261225,8443087,28704312,0,0,0,0,0,0,0,0,0,28704312,WK 44-2021,Nov-2021,2021
2021-11-05,Bihar,50205169,18825998,69031167,0,0,0,0,0,0,0,0,0,69031167,WK 44-2021,Nov-2021,2021
2021-11-05,Chandigarh,926937,552342,1479279,0,0,0,0,0,0,0,0,0,1479279,WK 44-2021,Nov-2021,2021
2021-11-05,Chhattisgarh,14920496,7479851,22400347,0,0,0,0,0,0,0,0,0,22400347,WK 44-2021,Nov-2021,2021
2021-11-05,Dadara & Nagar Havelli,388202,186669,574871,0,0,0,0,0,0,0,0,0,574871,WK 44-2021,Nov-2021,2021
2021-11-05,Daman & Diu,273859,189418,463277,0,0,0,0,0,0,0,0,0,463277,WK 44-2021,Nov-2021,2021
2021-11-05,NCT of Delhi,13098346,7495143,20593489,0,0,0,0,0,0,0,0,0,20593489,WK 44-2021,Nov-2021,2021
2021-11-05,Goa,1264767,925278,2190045,0,0,0,0,0,0,0,0,0,2190045,WK 44-2021,Nov-2021,2021
2021-11-05,Gujarat,44848629,26693849,71542478,0,0,0,0,0,0,0,0,0,71542478,WK 44-2021,Nov-2021,2021
2021-11-05,Haryana,17810822,8209258,26020080,0,0,0,0,0,0,0,0,0,26020080,WK 44-2021,Nov-2021,2021
2021-11-05,Himachal Pradesh,5720733,3575933,9296666,0,0,0,0,0,0,0,0,0,9296666,WK 44-2021,Nov-2021,2021
2021-11-05,Jammu & Kashmir,9523107,5457448,14980555,0,0,0,0,0,0,0,0,0,14980555,WK 44-2021,Nov-2021,2021
2021-11-05,Jharkhand,15151819,5794783,20946602,0,0,0,0,0,0,0,0,0,20946602,WK 44-2021,Nov-2021,2021
2021-11-05,Karnataka,42646427,23215834,65862261,0,0,0,0,0,0,0,0,0,65862261,WK 44-2021,Nov-2021,2021
2021-11-05,Kerala,25367238,14035762,39403000,0,0,0,0,0,0,0,0,0,39403000,WK 44-2021,Nov-2021,2021
2021-11-05,Ladakh,209119,154138,363257,0,0,0,0,0,0,0,0,0,363257,WK 44-2021,Nov-2021,2021
2021-11-05,Lakshadweep,55142,46483,101625,0,0,0,0,0,0,0,0,0,101625,WK 44-2021,Nov-2021,2021
2021-11-05,Madhya Pradesh,49958814,21381544,71340358,0,0,0,0,0,0,0,0,0,71340358,WK 44-2021,Nov-2021,2021
2021-11-05,Maharashtra,67670429,31378034,99048463,0,0,0,0,0,0,0,0,0,99048463,WK 44-2021,Nov-2021,2021
2021-11-05,Manipur,1252266,747313,1999579,0,0,0,0,0,0,0,0,0,1999579,WK 44-2021,Nov-2021,2021
2021-11-05,Meghalaya,1110065,668450,1778515,0,0,0,0,0,0,0,0,0,1778515,WK 44-2021,Nov-2021,2021
2021-11-05,Mizoram,713225,518403,1231628,0,0,0,0,0,0,0,0,0,1231628,WK 44-2021,Nov-2021,2021
2021-11-05,Nagaland,712125,501036,1213161,0,0,0,0,0,0,0,0,0,1213161,WK 44-2021,Nov-2021,2021
2021-11-05,Odisha,26129708,12142351,38272059,0,0,0,0,0,0,0,0,0,38272059,WK 44-2021,Nov-2021,2021
2021-11-05,Puducherry,734733,407150,1141883,0,0,0,0,0,0,0,0,0,1141883,WK 44-2021,Nov-2021,2021
2021-11-05,Punjab,15993648,6315304,22308952,0,0,0,0,0,0,0,0,0,22308952,WK 44-2021,Nov-2021,2021
2021-11-05,Rajasthan,42616091,20359459,62975550,0,0,0,0,0,0,0,0,0,62975550,WK 44-2021,Nov-2021,2021
2021-11-05,Sikkim,521919,453808,975727,0,0,0,0,0,0,0,0,0,975727,WK 44-2021,Nov-2021,2021
2021-11-05,Tamil Nadu,41380967,17830943,59211910,0,0,0,0,0,0,0,0,0,59211910,WK 44-2021,Nov-2021,2021
2021-11-05,Telangana,22952337,10161537,33113874,0,0,0,0,0,0,0,0,0,33113874,WK 44-2021,Nov-2021,2021
2021-11-05,Tripura,2514515,1719898,4234413,0,0,0,0,0,0,0,0,0,4234413,WK 44-2021,Nov-2021,2021
2021-11-05,Uttar Pradesh,98999352,33725151,132724503,0,0,0,0,0,0,0,0,0,132724503,WK 44-2021,Nov-2021,2021
2021-11-05,Uttarakhand,7485849,3993748,11479597,0,0,0,0,0,0,0,0,0,11479597,WK 44-2021,Nov-2021,2021
2021-11-05,West Bengal,57936300,22328089,80264389,0,0,0,0,0,0,0,0,0,80264389,WK 44-2021,Nov-2021,2021
2021-11-06,Andaman & Nicobar Island,294362,206396,500758,0,0,0,0,0,0,0,0,0,500758,WK 44-2021,Nov-2021,2021
2021-11-06,Andhra Pradesh,33341161,21158033,54499194,0,0,0,0,0,0,0,0,0,54499194,WK 44-2021,Nov-2021,2021
2021-11-06,Arunanchal Pradesh,774812,550644,1325456,0,0,0,0,0,0,0,0,0,1325456,WK 44-2021,Nov-2021,2021
2021-11-06,Assam,20271805,8505176,28776981,0,0,0,0,0,0,0,0,0,28776981,WK 44-2021,Nov-2021,2021
2021-11-06,Bihar,50257058,18916600,69173658,0,0,0,0,0,0,0,0,0,69173658,WK 44-2021,Nov-2021,2021
2021-11-06,Chandigarh,927217,554138,1481355,0,0,0,0,0,0,0,0,0,1481355,WK 44-2021,Nov-2021,2021
2021-11-06,Chhattisgarh,14922470,7485505,22407975,0,0,0,0,0,0,0,0,0,22407975,WK 44-2021,Nov-2021,2021
2021-11-06,Dadara & Nagar Havelli,388217,186773,574990,0,0,0,0,0,0,0,0,0,574990,WK 44-2021,Nov-2021,2021
2021-11-06,Daman & Diu,273859,189418,463277,0,0,0,0,0,0,0,0,0,463277,WK 44-2021,Nov-2021,2021
2021-11-06,NCT of Delhi,13111109,7524795,20635904,0,0,0,0,0,0,0,0,0,20635904,WK 44-2021,Nov-2021,2021
2021-11-06,Goa,1265388,929645,2195033,0,0,0,0,0,0,0,0,0,2195033,WK 44-2021,Nov-2021,2021
2021-11-06,Gujarat,44848958,26696613,71545571,0,0,0,0,0,0,0,0,0,71545571,WK 44-2021,Nov-2021,2021
2021-11-06,Haryana,17812941,8215381,26028322,0,0,0,0,0,0,0,0,0,26028322,WK 44-2021,Nov-2021,2021
2021-11-06,Himachal Pradesh,5722694,3617813,9340507,0,0,0,0,0,0,0,0,0,9340507,WK 44-2021,Nov-2021,2021
2021-11-06,Jammu & Kashmir,9526048,5535076,15061124,0,0,0,0,0,0,0,0,0,15061124,WK 44-2021,Nov-2021,2021
2021-11-06,Jharkhand,15180199,5839056,21019255,0,0,0,0,0,0,0,0,0,21019255,WK 44-2021,Nov-2021,2021
2021-11-06,Karnataka,42653318,23239937,65893255,0,0,0,0,0,0,0,0,0,65893255,WK 44-2021,Nov-2021,2021
2021-11-06,Kerala,25391861,14238920,39630781,0,0,0,0,0,0,0,0,0,39630781,WK 44-2021,Nov-2021,2021
2021-11-06,Ladakh,209228,154954,364182,0,0,0,0,0,0,0,0,0,364182,WK 44-2021,Nov-2021,2021
2021-11-06,Lakshadweep,55144,46615,101759,0,0,0,0,0,0,0,0,0,101759,WK 44-2021,Nov-2021,2021
2021-11-06,Madhya Pradesh,49959374,21388090,71347464,0,0,0,0,0,0,0,0,0,71347464,WK 44-2021,Nov-2021,2021
2021-11-06,Maharashtra,67681587,31398601,99080188,0,0,0,0,0,0,0,0,0,99080188,WK 44-2021,Nov-2021,2021
2021-11-06,Manipur,1252720,750928,2003648,0,0,0,0,0,0,0,0,0,2003648,WK 44-2021,Nov-2021,2021
2021-11-06,Meghalaya,1111729,674583,1786312,0,0,0,0,0,0,0,0,0,1786312,WK 44-2021,Nov-2021,2021
2021-11-06,Mizoram,713640,521059,1234699,0,0,0,0,0,0,0,0,0,1234699,WK 44-2021,Nov-2021,2021
2021-11-06,Nagaland,712614,503438,1216052,0,0,0,0,0,0,0,0,0,1216052,WK 44-2021,Nov-2021,2021
2021-11-06,Odisha,26220114,12320223,38540337,0,0,0,0,0,0,0,0,0,38540337,WK 44-2021,Nov-2021,2021
2021-11-06,Puducherry,735089,408400,1143489,0,0,0,0,0,0,0,0,0,1143489,WK 44-2021,Nov-2021,2021
2021-11-06,Punjab,15994396,6317552,22311948,0,0,0,0,0,0,0,0,0,22311948,WK 44-2021,Nov-2021,2021
2021-11-06,Rajasthan,42616601,20362064,62978665,0,0,0,0,0,0,0,0,0,62978665,WK 44-2021,Nov-2021,2021
2021-11-06,Sikkim,521923,453867,975790,0,0,0,0,0,0,0,0,0,975790,WK 44-2021,Nov-2021,2021
2021-11-06,Tamil Nadu,41390309,17862030,59252339,0,0,0,0,0,0,0,0,0,59252339,WK 44-2021,Nov-2021,2021
2021-11-06,Telangana,23062562,10279323,33341885,0,0,0,0,0,0,0,0,0,33341885,WK 44-2021,Nov-2021,2021
2021-11-06,Tripura,2514905,1724254,4239159,0,0,0,0,0,0,0,0,0,4239159,WK 44-2021,Nov-2021,2021
2021-11-06,Uttar Pradesh,99043212,33770213,132813425,0,0,0,0,0,0,0,0,0,132813425,WK 44-2021,Nov-2021,2021
2021-11-06,Uttarakhand,7486330,4001618,11487948,0,0,0,0,0,0,0,0,0,11487948,WK 44-2021,Nov-2021,2021
2021-11-06,West Bengal,58162702,22481620,80644322,0,0,0,0,0,0,0,0,0,80644322,WK 44-2021,Nov-2021,2021
2021-11-07,Andaman & Nicobar Island,294452,209534,503986,0,0,0,0,0,0,0,0,0,503986,WK 45-2021,Nov-2021,2021
2021-11-07,Andhra Pradesh,33431711,21374983,54806694,0,0,0,0,0,0,0,0,0,54806694,WK 45-2021,Nov-2021,2021
2021-11-07,Arunanchal Pradesh,775088,552634,1327722,0,0,0,0,0,0,0,0,0,1327722,WK 45-2021,Nov-2021,2021
2021-11-07,Assam,20287153,8614451,28901604,0,0,0,0,0,0,0,0,0,28901604,WK 45-2021,Nov-2021,2021
2021-11-07,Bihar,50310299,18994367,69304666,0,0,0,0,0,0,0,0,0,69304666,WK 45-2021,Nov-2021,2021
2021-11-07,Chandigarh,927689,557239,1484928,0,0,0,0,0,0,0,0,0,1484928,WK 45-2021,Nov-2021,2021
2021-11-07,Chhattisgarh,14930679,7523826,22454505,0,0,0,0,0,0,0,0,0,22454505,WK 45-2021,Nov-2021,2021
2021-11-07,Dadara & Nagar Havelli,388321,187725,576046,0,0,0,0,0,0,0,0,0,576046,WK 45-2021,Nov-2021,2021
2021-11-07,Daman & Diu,274068,190226,464294,0,0,0,0,0,0,0,0,0,464294,WK 45-2021,Nov-2021,2021
2021-11-07,NCT of Delhi,13128308,7564532,20692840,0,0,0,0,0,0,0,0,0,20692840,WK 45-2021,Nov-2021,2021
2021-11-07,Goa,1266053,935233,2201286,0,0,0,0,0,0,0,0,0,2201286,WK 45-2021,Nov-2021,2021
2021-11-07,Gujarat,44852183,26715746,71567929,0,0,0,0,0,0,0,0,0,71567929,WK 45-2021,Nov-2021,2021
2021-11-07,Haryana,17823541,8257359,26080900,0,0,0,0,0,0,0,0,0,26080900,WK 45-2021,Nov-2021,2021
2021-11-07,Himachal Pradesh,5723600,3639667,9363267,0,0,0,0,0,0,0,0,0,9363267,WK 45-2021,Nov-2021,2021
2021-11-07,Jammu & Kashmir,9528525,5608730,15137255,0,0,0,0,0,0,0,0,0,15137255,WK 45-2021,Nov-2021,2021
2021-11-07,Jharkhand,15217658,5896864,21114522,0,0,0,0,0,0,0,0,0,21114522,WK 45-2021,Nov-2021,2021
2021-11-07,Karnataka,42779820,23641755,66421575,0,0,0,0,0,0,0,0,0,66421575,WK 45-2021,Nov-2021,2021
2021-11-07,Kerala,25408716,14394046,39802762,0,0,0,0,0,0,0,0,0,39802762,WK 45-2021,Nov-2021,2021
2021-11-07,Ladakh,209281,155503,364784,0,0,0,0,0,0,0,0,0,364784,WK 45-2021,Nov-2021,2021
2021-11-07,Lakshadweep,55147,46829,101976,0,0,0,0,0,0,0,0,0,101976,WK 45-2021,Nov-2021,2021
2021-11-07,Madhya Pradesh,49970804,21540666,71511470,0,0,0,0,0,0,0,0,0,71511470,WK 45-2021,Nov-2021,2021
2021-11-07,Maharashtra,67696641,31431319,99127960,0,0,0,0,0,0,0,0,0,99127960,WK 45-2021,Nov-2021,2021
2021-11-07,Manipur,1252873,751676,2004549,0,0,0,0,0,0,0,0,0,2004549,WK 45-2021,Nov-2021,2021
2021-11-07,Meghalaya,1112876,679265,1792141,0,0,0,0,0,0,0,0,0,1792141,WK 45-2021,Nov-2021,2021
2021-11-07,Mizoram,713684,521109,1234793,0,0,0,0,0,0,0,0,0,1234793,WK 45-2021,Nov-2021,2021
2021-11-07,Nagaland,712753,503998,1216751,0,0,0,0,0,0,0,0,0,1216751,WK 45-2021,Nov-2021,2021
2021-11-07,Odisha,26311919,12508430,38820349,0,0,0,0,0,0,0,0,0,38820349,WK 45-2021,Nov-2021,2021
2021-11-07,Puducherry,735886,411507,1147393,0,0,0,0,0,0,0,0,0,1147393,WK 45-2021,Nov-2021,2021
2021-11-07,Punjab,16014517,6359033,22373550,0,0,0,0,0,0,0,0,0,22373550,WK 45-2021,Nov-2021,2021
2021-11-07,Rajasthan,42618654,20373244,62991898,0,0,0,0,0,0,0,0,0,62991898,WK 45-2021,Nov-2021,2021
2021-11-07,Sikkim,521931,453940,975871,0,0,0,0,0,0,0,0,0,975871,WK 45-2021,Nov-2021,2021
2021-11-07,Tamil Nadu,41450071,18042910,59492981,0,0,0,0,0,0,0,0,0,59492981,WK 45-2021,Nov-2021,2021
2021-11-07,Telangana,23170204,10402486,33572690,0,0,0,0,0,0,0,0,0,33572690,WK 45-2021,Nov-2021,2021
2021-11-07,Tripura,2515452,1731556,4247008,0,0,0,0,0,0,0,0,0,4247008,WK 45-2021,Nov-2021,2021
2021-11-07,Uttar Pradesh,99100945,33880496,132981441,0,0,0,0,0,0,0,0,0,132981441,WK 45-2021,Nov-2021,2021
2021-11-07,Uttarakhand,7486988,4010963,11497951,0,0,0,0,0,0,0,0,0,11497951,WK 45-2021,Nov-2021,2021
2021-11-07,West Bengal,58194120,22507178,80701298,0,0,0,0,0,0,0,0,0,80701298,WK 45-2021,Nov-2021,2021
2021-11-08,Andaman & Nicobar Island,294452,209849,504301,0,0,0,0,0,0,0,0,0,504301,WK 45-2021,Nov-2021,2021
2021-11-08,Andhra Pradesh,33441593,21389051,54830644,0,0,0,0,0,0,0,0,0,54830644,WK 45-2021,Nov-2021,2021
2021-11-08,Arunanchal Pradesh,775131,553047,1328178,0,0,0,0,0,0,0,0,0,1328178,WK 45-2021,Nov-2021,2021
2021-11-08,Assam,20291421,8643456,28934877,0,0,0,0,0,0,0,0,0,28934877,WK 45-2021,Nov-2021,2021
2021-11-08,Bihar,50829873,19956849,70786722,0,0,0,0,0,0,0,0,0,70786722,WK 45-2021,Nov-2021,2021
2021-11-08,Chandigarh,927920,558778,1486698,0,0,0,0,0,0,0,0,0,1486698,WK 45-2021,Nov-2021,2021
2021-11-08,Chhattisgarh,14937155,7564559,22501714,0,0,0,0,0,0,0,0,0,22501714,WK 45-2021,Nov-2021,2021
2021-11-08,Dadara & Nagar Havelli,388321,187726,576047,0,0,0,0,0,0,0,0,0,576047,WK 45-2021,Nov-2021,2021
2021-11-08,Daman & Diu,274068,190226,464294,0,0,0,0,0,0,0,0,0,464294,WK 45-2021,Nov-2021,2021
2021-11-08,NCT of Delhi,13143948,7593266,20737214,0,0,0,0,0,0,0,0,0,20737214,WK 45-2021,Nov-2021,2021
2021-11-08,Goa,1267036,941924,2208960,0,0,0,0,0,0,0,0,0,2208960,WK 45-2021,Nov-2021,2021
2021-11-08,Gujarat,44854815,26730963,71585778,0,0,0,0,0,0,0,0,0,71585778,WK 45-2021,Nov-2021,2021
2021-11-08,Haryana,17832867,8289146,26122013,0,0,0,0,0,0,0,0,0,26122013,WK 45-2021,Nov-2021,2021
2021-11-08,Himachal Pradesh,5724216,3653635,9377851,0,0,0,0,0,0,0,0,0,9377851,WK 45-2021,Nov-2021,2021
2021-11-08,Jammu & Kashmir,9529552,5663344,15192896,0,0,0,0,0,0,0,0,0,15192896,WK 45-2021,Nov-2021,2021
2021-11-08,Jharkhand,15265201,5960289,21225490,0,0,0,0,0,0,0,0,0,21225490,WK 45-2021,Nov-2021,2021
2021-11-08,Karnataka,42796395,23673553,66469948,0,0,0,0,0,0,0,0,0,66469948,WK 45-2021,Nov-2021,2021
2021-11-08,Kerala,25409763,14403936,39813699,0,0,0,0,0,0,0,0,0,39813699,WK 45-2021,Nov-2021,2021
2021-11-08,Ladakh,209283,155503,364786,0,0,0,0,0,0,0,0,0,364786,WK 45-2021,Nov-2021,2021
2021-11-08,Lakshadweep,55147,46832,101979,0,0,0,0,0,0,0,0,0,101979,WK 45-2021,Nov-2021,2021
2021-11-08,Madhya Pradesh,49976421,21611115,71587536,0,0,0,0,0,0,0,0,0,71587536,WK 45-2021,Nov-2021,2021
2021-11-08,Maharashtra,67713942,31459419,99173361,0,0,0,0,0,0,0,0,0,99173361,WK 45-2021,Nov-2021,2021
2021-11-08,Manipur,1253332,753858,2007190,0,0,0,0,0,0,0,0,0,2007190,WK 45-2021,Nov-2021,2021
2021-11-08,Meghalaya,1112926,679443,1792369,0,0,0,0,0,0,0,0,0,1792369,WK 45-2021,Nov-2021,2021
2021-11-08,Mizoram,713684,521109,1234793,0,0,0,0,0,0,0,0,0,1234793,WK 45-2021,Nov-2021,2021
2021-11-08,Nagaland,712899,504482,1217381,0,0,0,0,0,0,0,0,0,1217381,WK 45-2021,Nov-2021,2021
2021-11-08,Odisha,26333179,12542324,38875503,0,0,0,0,0,0,0,0,0,38875503,WK 45-2021,Nov-2021,2021
2021-11-08,Puducherry,736079,412135,1148214,0,0,0,0,0,0,0,0,0,1148214,WK 45-2021,Nov-2021,2021
2021-11-08,Punjab,16021910,6371602,22393512,0,0,0,0,0,0,0,0,0,22393512,WK 45-2021,Nov-2021,2021
2021-11-08,Rajasthan,42621327,20391078,63012405,0,0,0,0,0,0,0,0,0,63012405,WK 45-2021,Nov-2021,2021
2021-11-08,Sikkim,521931,453940,975871,0,0,0,0,0,0,0,0,0,975871,WK 45-2021,Nov-2021,2021
2021-11-08,Tamil Nadu,41466102,18087343,59553445,0,0,0,0,0,0,0,0,0,59553445,WK 45-2021,Nov-2021,2021
2021-11-08,Telangana,23182813,10414699,33597512,0,0,0,0,0,0,0,0,0,33597512,WK 45-2021,Nov-2021,2021
2021-11-08,Tripura,2515459,1733150,4248609,0,0,0,0,0,0,0,0,0,4248609,WK 45-2021,Nov-2021,2021
2021-11-08,Uttar Pradesh,99166079,33950337,133116416,0,0,0,0,0,0,0,0,0,133116416,WK 45-2021,Nov-2021,2021
2021-11-08,Uttarakhand,7487978,4023719,11511697,0,0,0,0,0,0,0,0,0,11511697,WK 45-2021,Nov-2021,2021
2021-11-08,West Bengal,58295364,22564854,80860218,0,0,0,0,0,0,0,0,0,80860218,WK 45-2021,Nov-2021,2021
2021-11-09,Andaman & Nicobar Island,294601,213314,507915,0,0,0,0,0,0,0,0,0,507915,WK 45-2021,Nov-2021,2021
2021-11-09,Andhra Pradesh,33509901,21608655,55118556,0,0,0,0,0,0,0,0,0,55118556,WK 45-2021,Nov-2021,2021
2021-11-09,Arunanchal Pradesh,775724,557999,1333723,0,0,0,0,0,0,0,0,0,1333723,WK 45-2021,Nov-2021,2021
2021-11-09,Assam,20317244,8848896,29166140,0,0,0,0,0,0,0,0,0,29166140,WK 45-2021,Nov-2021,2021
2021-11-09,Bihar,50917462,20053468,70970930,0,0,0,0,0,0,0,0,0,70970930,WK 45-2021,Nov-2021,2021
2021-11-09,Chandigarh,928510,562413,1490923,0,0,0,0,0,0,0,0,0,1490923,WK 45-2021,Nov-2021,2021
2021-11-09,Chhattisgarh,14972044,7651902,22623946,0,0,0,0,0,0,0,0,0,22623946,WK 45-2021,Nov-2021,2021
2021-11-09,Dadara & Nagar Havelli,388540,189285,577825,0,0,0,0,0,0,0,0,0,577825,WK 45-2021,Nov-2021,2021
2021-11-09,Daman & Diu,274373,192116,466489,0,0,0,0,0,0,0,0,0,466489,WK 45-2021,Nov-2021,2021
2021-11-09,NCT of Delhi,13172024,7649246,20821270,0,0,0,0,0,0,0,0,0,20821270,WK 45-2021,Nov-2021,2021
2021-11-09,Goa,1267855,947495,2215350,0,0,0,0,0,0,0,0,0,2215350,WK 45-2021,Nov-2021,2021
2021-11-09,Gujarat,44886104,27119667,72005771,0,0,0,0,0,0,0,0,0,72005771,WK 45-2021,Nov-2021,2021
2021-11-09,Haryana,17862975,8385809,26248784,0,0,0,0,0,0,0,0,0,26248784,WK 45-2021,Nov-2021,2021
2021-11-09,Himachal Pradesh,5726910,3716790,9443700,0,0,0,0,0,0,0,0,0,9443700,WK 45-2021,Nov-2021,2021
2021-11-09,Jammu & Kashmir,9533581,5742176,15275757,0,0,0,0,0,0,0,0,0,15275757,WK 45-2021,Nov-2021,2021
2021-11-09,Jharkhand,15319768,6030025,21349793,0,0,0,0,0,0,0,0,0,21349793,WK 45-2021,Nov-2021,2021
2021-11-09,Karnataka,42857430,23874884,66732314,0,0,0,0,0,0,0,0,0,66732314,WK 45-2021,Nov-2021,2021
2021-11-09,Kerala,25425327,14554564,39979891,0,0,0,0,0,0,0,0,0,39979891,WK 45-2021,Nov-2021,2021
2021-11-09,Ladakh,209411,156353,365764,0,0,0,0,0,0,0,0,0,365764,WK 45-2021,Nov-2021,2021
2021-11-09,Lakshadweep,55155,46935,102090,0,0,0,0,0,0,0,0,0,102090,WK 45-2021,Nov-2021,2021
2021-11-09,Madhya Pradesh,50004366,22003272,72007638,0,0,0,0,0,0,0,0,0,72007638,WK 45-2021,Nov-2021,2021
2021-11-09,Maharashtra,67887182,31781957,99669139,0,0,0,0,0,0,0,0,0,99669139,WK 45-2021,Nov-2021,2021
2021-11-09,Manipur,1254564,762551,2017115,0,0,0,0,0,0,0,0,0,2017115,WK 45-2021,Nov-2021,2021
2021-11-09,Meghalaya,1115760,688248,1804008,0,0,0,0,0,0,0,0,0,1804008,WK 45-2021,Nov-2021,2021
2021-11-09,Mizoram,713934,523069,1237003,0,0,0,0,0,0,0,0,0,1237003,WK 45-2021,Nov-2021,2021
2021-11-09,Nagaland,713633,508200,1221833,0,0,0,0,0,0,0,0,0,1221833,WK 45-2021,Nov-2021,2021
2021-11-09,Odisha,26424170,12731506,39155676,0,0,0,0,0,0,0,0,0,39155676,WK 45-2021,Nov-2021,2021
2021-11-09,Puducherry,736313,413209,1149522,0,0,0,0,0,0,0,0,0,1149522,WK 45-2021,Nov-2021,2021
2021-11-09,Punjab,16042750,6417636,22460386,0,0,0,0,0,0,0,0,0,22460386,WK 45-2021,Nov-2021,2021
2021-11-09,Rajasthan,42648331,20528765,63177096,0,0,0,0,0,0,0,0,0,63177096,WK 45-2021,Nov-2021,2021
2021-11-09,Sikkim,521967,454705,976672,0,0,0,0,0,0,0,0,0,976672,WK 45-2021,Nov-2021,2021
2021-11-09,Tamil Nadu,41494744,18168375,59663119,0,0,0,0,0,0,0,0,0,59663119,WK 45-2021,Nov-2021,2021
2021-11-09,Telangana,23287591,10544076,33831667,0,0,0,0,0,0,0,0,0,33831667,WK 45-2021,Nov-2021,2021
2021-11-09,Tripura,2516498,1749081,4265579,0,0,0,0,0,0,0,0,0,4265579,WK 45-2021,Nov-2021,2021
2021-11-09,Uttar Pradesh,99562472,34648718,134211190,0,0,0,0,0,0,0,0,0,134211190,WK 45-2021,Nov-2021,2021
2021-11-09,Uttarakhand,7491734,4068947,11560681,0,0,0,0,0,0,0,0,0,11560681,WK 45-2021,Nov-2021,2021
