Date,State,18+ Dose 1,18+ Dose 2,18+ Total Doses,15-18 Dose 1,15-18 Dose 2,15-18 Total Doses,12-14 Dose 1,12-14 Dose 2,12-14 Total Doses,18-59 Booster Dose,60+ Booster Dose,Booster Total Doses,Total Doses,Week,Month,Year
2021-04-27,Telangana,3745507,542345,4287852,0,0,0,0,0,0,0,0,0,4287852,WK 17-2021,Apr-2021,2021
2021-04-27,Tripura,840474,226827,1067301,0,0,0,0,0,0,0,0,0,1067301,WK 17-2021,Apr-2021,2021
2021-04-27,Uttar Pradesh,9883945,2063783,11947728,0,0,0,0,0,0,0,0,0,11947728,WK 17-2021,Apr-2021,2021
2021-04-27,Uttarakhand,1563590,354901,1918491,0,0,0,0,0,0,0,0,0,1918491,WK 17-2021,Apr-2021,2021
2021-04-27,West Bengal,8363952,1866546,10230498,0,0,0,0,0,0,0,0,0,10230498,WK 17-2021,Apr-2021,2021
2021-04-28,Andaman & Nicobar Island,90471,10117,100588,0,0,0,0,0,0,0,0,0,100588,WK 17-2021,Apr-2021,2021
2021-04-28,Andhra Pradesh,4904196,1273778,6177974,0,0,0,0,0,0,0,0,0,6177974,WK 17-2021,Apr-2021,2021
2021-04-28,Arunanchal Pradesh,172237,49922,222159,0,0,0,0,0,0,0,0,0,222159,WK 17-2021,Apr-2021,2021
2021-04-28,Assam,1729878,464022,2193900,0,0,0,0,0,0,0,0,0,2193900,WK 17-2021,Apr-2021,2021
2021-04-28,Bihar,5687362,975544,6662906,0,0,0,0,0,0,0,0,0,6662906,WK 17-2021,Apr-2021,2021
2021-04-28,Chandigarh,148026,42015,190041,0,0,0,0,0,0,0,0,0,190041,WK 17-2021,Apr-2021,2021
2021-04-28,Chhattisgarh,4791469,647236,5438705,0,0,0,0,0,0,0,0,0,5438705,WK 17-2021,Apr-2021,2021
2021-04-28,Dadara & Nagar Havelli,38690,7863,46553,0,0,0,0,0,0,0,0,0,46553,WK 17-2021,Apr-2021,2021
2021-04-28,Daman & Diu,39124,6623,45747,0,0,0,0,0,0,0,0,0,45747,WK 17-2021,Apr-2021,2021
2021-04-28,NCT of Delhi,2495694,619171,3114865,0,0,0,0,0,0,0,0,0,3114865,WK 17-2021,Apr-2021,2021
2021-04-28,Goa,256198,67029,323227,0,0,0,0,0,0,0,0,0,323227,WK 17-2021,Apr-2021,2021
2021-04-28,Gujarat,9719163,2182679,11901842,0,0,0,0,0,0,0,0,0,11901842,WK 17-2021,Apr-2021,2021
2021-04-28,Haryana,3122892,512419,3635311,0,0,0,0,0,0,0,0,0,3635311,WK 17-2021,Apr-2021,2021
2021-04-28,Himachal Pradesh,1434423,210080,1644503,0,0,0,0,0,0,0,0,0,1644503,WK 17-2021,Apr-2021,2021
2021-04-28,Jammu & Kashmir,1848977,338553,2187530,0,0,0,0,0,0,0,0,0,2187530,WK 17-2021,Apr-2021,2021
2021-04-28,Jharkhand,2589163,439999,3029162,0,0,0,0,0,0,0,0,0,3029162,WK 17-2021,Apr-2021,2021
2021-04-28,Karnataka,7751009,1337464,9088473,0,0,0,0,0,0,0,0,0,9088473,WK 17-2021,Apr-2021,2021
2021-04-28,Kerala,5947415,1159657,7107072,0,0,0,0,0,0,0,0,0,7107072,WK 17-2021,Apr-2021,2021
2021-04-28,Ladakh,73508,30209,103717,0,0,0,0,0,0,0,0,0,103717,WK 17-2021,Apr-2021,2021
2021-04-28,Lakshadweep,18018,3947,21965,0,0,0,0,0,0,0,0,0,21965,WK 17-2021,Apr-2021,2021
2021-04-28,Madhya Pradesh,6996437,1013987,8010424,0,0,0,0,0,0,0,0,0,8010424,WK 17-2021,Apr-2021,2021
2021-04-28,Maharashtra,13031376,2290991,15322367,0,0,0,0,0,0,0,0,0,15322367,WK 17-2021,Apr-2021,2021
2021-04-28,Manipur,142665,58100,200765,0,0,0,0,0,0,0,0,0,200765,WK 17-2021,Apr-2021,2021
2021-04-28,Meghalaya,187428,55167,242595,0,0,0,0,0,0,0,0,0,242595,WK 17-2021,Apr-2021,2021
2021-04-28,Mizoram,191462,43697,235159,0,0,0,0,0,0,0,0,0,235159,WK 17-2021,Apr-2021,2021
2021-04-28,Nagaland,145553,37650,183203,0,0,0,0,0,0,0,0,0,183203,WK 17-2021,Apr-2021,2021
2021-04-28,Odisha,4839305,854850,5694155,0,0,0,0,0,0,0,0,0,5694155,WK 17-2021,Apr-2021,2021
2021-04-28,Puducherry,164777,23046,187823,0,0,0,0,0,0,0,0,0,187823,WK 17-2021,Apr-2021,2021
2021-04-28,Punjab,2779390,352241,3131631,0,0,0,0,0,0,0,0,0,3131631,WK 17-2021,Apr-2021,2021
2021-04-28,Rajasthan,10578645,2081170,12659815,0,0,0,0,0,0,0,0,0,12659815,WK 17-2021,Apr-2021,2021
2021-04-28,Sikkim,157168,36666,193834,0,0,0,0,0,0,0,0,0,193834,WK 17-2021,Apr-2021,2021
2021-04-28,Tamil Nadu,4496115,1129976,5626091,0,0,0,0,0,0,0,0,0,5626091,WK 17-2021,Apr-2021,2021
2021-04-28,Telangana,3837585,562851,4400436,0,0,0,0,0,0,0,0,0,4400436,WK 17-2021,Apr-2021,2021
2021-04-28,Tripura,856929,257028,1113957,0,0,0,0,0,0,0,0,0,1113957,WK 17-2021,Apr-2021,2021
2021-04-28,Uttar Pradesh,9953815,2107488,12061303,0,0,0,0,0,0,0,0,0,12061303,WK 17-2021,Apr-2021,2021
2021-04-28,Uttarakhand,1585720,365797,1951517,0,0,0,0,0,0,0,0,0,1951517,WK 17-2021,Apr-2021,2021
2021-04-28,West Bengal,8467479,1970756,10438235,0,0,0,0,0,0,0,0,0,10438235,WK 17-2021,Apr-2021,2021
2021-04-29,Andaman & Nicobar Island,91394,10376,101770,0,0,0,0,0,0,0,0,0,101770,WK 17-2021,Apr-2021,2021
2021-04-29,Andhra Pradesh,4955417,1327070,6282487,0,0,0,0,0,0,0,0,0,6282487,WK 17-2021,Apr-2021,2021
2021-04-29,Arunanchal Pradesh,176893,50965,227858,0,0,0,0,0,0,0,0,0,227858,WK 17-2021,Apr-2021,2021
2021-04-29,Assam,1768084,476035,2244119,0,0,0,0,0,0,0,0,0,2244119,WK 17-2021,Apr-2021,2021
2021-04-29,Bihar,5752806,1009704,6762510,0,0,0,0,0,0,0,0,0,6762510,WK 17-2021,Apr-2021,2021
2021-04-29,Chandigarh,151928,44127,196055,0,0,0,0,0,0,0,0,0,196055,WK 17-2021,Apr-2021,2021
2021-04-29,Chhattisgarh,4807765,661947,5469712,0,0,0,0,0,0,0,0,0,5469712,WK 17-2021,Apr-2021,2021
2021-04-29,Dadara & Nagar Havelli,38831,8072,46903,0,0,0,0,0,0,0,0,0,46903,WK 17-2021,Apr-2021,2021
2021-04-29,Daman & Diu,39385,6901,46286,0,0,0,0,0,0,0,0,0,46286,WK 17-2021,Apr-2021,2021
2021-04-29,NCT of Delhi,2512517,635401,3147918,0,0,0,0,0,0,0,0,0,3147918,WK 17-2021,Apr-2021,2021
2021-04-29,Goa,262813,68918,331731,0,0,0,0,0,0,0,0,0,331731,WK 17-2021,Apr-2021,2021
2021-04-29,Gujarat,9787790,2267073,12054863,0,0,0,0,0,0,0,0,0,12054863,WK 17-2021,Apr-2021,2021
2021-04-29,Haryana,3148162,528007,3676169,0,0,0,0,0,0,0,0,0,3676169,WK 17-2021,Apr-2021,2021
2021-04-29,Himachal Pradesh,1468118,221742,1689860,0,0,0,0,0,0,0,0,0,1689860,WK 17-2021,Apr-2021,2021
2021-04-29,Jammu & Kashmir,1905011,351789,2256800,0,0,0,0,0,0,0,0,0,2256800,WK 17-2021,Apr-2021,2021
2021-04-29,Jharkhand,2603204,449965,3053169,0,0,0,0,0,0,0,0,0,3053169,WK 17-2021,Apr-2021,2021
2021-04-29,Karnataka,7864810,1412734,9277544,0,0,0,0,0,0,0,0,0,9277544,WK 17-2021,Apr-2021,2021
2021-04-29,Kerala,5967887,1176235,7144122,0,0,0,0,0,0,0,0,0,7144122,WK 17-2021,Apr-2021,2021
2021-04-29,Ladakh,74000,31915,105915,0,0,0,0,0,0,0,0,0,105915,WK 17-2021,Apr-2021,2021
2021-04-29,Lakshadweep,18183,3974,22157,0,0,0,0,0,0,0,0,0,22157,WK 17-2021,Apr-2021,2021
2021-04-29,Madhya Pradesh,7020092,1051656,8071748,0,0,0,0,0,0,0,0,0,8071748,WK 17-2021,Apr-2021,2021
2021-04-29,Maharashtra,13184829,2393333,15578162,0,0,0,0,0,0,0,0,0,15578162,WK 17-2021,Apr-2021,2021
2021-04-29,Manipur,155238,58999,214237,0,0,0,0,0,0,0,0,0,214237,WK 17-2021,Apr-2021,2021
2021-04-29,Meghalaya,202369,56629,258998,0,0,0,0,0,0,0,0,0,258998,WK 17-2021,Apr-2021,2021
2021-04-29,Mizoram,199993,43924,243917,0,0,0,0,0,0,0,0,0,243917,WK 17-2021,Apr-2021,2021
2021-04-29,Nagaland,150926,38839,189765,0,0,0,0,0,0,0,0,0,189765,WK 17-2021,Apr-2021,2021
2021-04-29,Odisha,4868475,874980,5743455,0,0,0,0,0,0,0,0,0,5743455,WK 17-2021,Apr-2021,2021
2021-04-29,Puducherry,166078,24656,190734,0,0,0,0,0,0,0,0,0,190734,WK 17-2021,Apr-2021,2021
2021-04-29,Punjab,2837684,374137,3211821,0,0,0,0,0,0,0,0,0,3211821,WK 17-2021,Apr-2021,2021
2021-04-29,Rajasthan,10670385,2142588,12812973,0,0,0,0,0,0,0,0,0,12812973,WK 17-2021,Apr-2021,2021
2021-04-29,Sikkim,158440,38479,196919,0,0,0,0,0,0,0,0,0,196919,WK 17-2021,Apr-2021,2021
2021-04-29,Tamil Nadu,4544687,1196900,5741587,0,0,0,0,0,0,0,0,0,5741587,WK 17-2021,Apr-2021,2021
2021-04-29,Telangana,3956425,586863,4543288,0,0,0,0,0,0,0,0,0,4543288,WK 17-2021,Apr-2021,2021
2021-04-29,Tripura,866472,274202,1140674,0,0,0,0,0,0,0,0,0,1140674,WK 17-2021,Apr-2021,2021
2021-04-29,Uttar Pradesh,10019065,2150445,12169510,0,0,0,0,0,0,0,0,0,12169510,WK 17-2021,Apr-2021,2021
2021-04-29,Uttarakhand,1610775,379456,1990231,0,0,0,0,0,0,0,0,0,1990231,WK 17-2021,Apr-2021,2021
2021-04-29,West Bengal,8540388,2091699,10632087,0,0,0,0,0,0,0,0,0,10632087,WK 17-2021,Apr-2021,2021
2021-04-30,Andaman & Nicobar Island,92417,10581,102998,0,0,0,0,0,0,0,0,0,102998,WK 17-2021,Apr-2021,2021
2021-04-30,Andhra Pradesh,4988520,1365533,6354053,0,0,0,0,0,0,0,0,0,6354053,WK 17-2021,Apr-2021,2021
2021-04-30,Arunanchal Pradesh,182172,52555,234727,0,0,0,0,0,0,0,0,0,234727,WK 17-2021,Apr-2021,2021
2021-04-30,Assam,1848344,502816,2351160,0,0,0,0,0,0,0,0,0,2351160,WK 17-2021,Apr-2021,2021
2021-04-30,Bihar,5822440,1048471,6870911,0,0,0,0,0,0,0,0,0,6870911,WK 17-2021,Apr-2021,2021
2021-04-30,Chandigarh,155687,46218,201905,0,0,0,0,0,0,0,0,0,201905,WK 17-2021,Apr-2021,2021
2021-04-30,Chhattisgarh,4823964,683619,5507583,0,0,0,0,0,0,0,0,0,5507583,WK 17-2021,Apr-2021,2021
2021-04-30,Dadara & Nagar Havelli,39016,8263,47279,0,0,0,0,0,0,0,0,0,47279,WK 17-2021,Apr-2021,2021
2021-04-30,Daman & Diu,39664,7205,46869,0,0,0,0,0,0,0,0,0,46869,WK 17-2021,Apr-2021,2021
2021-04-30,NCT of Delhi,2558207,666732,3224939,0,0,0,0,0,0,0,0,0,3224939,WK 17-2021,Apr-2021,2021
2021-04-30,Goa,269799,70944,340743,0,0,0,0,0,0,0,0,0,340743,WK 17-2021,Apr-2021,2021
2021-04-30,Gujarat,9874554,2378124,12252678,0,0,0,0,0,0,0,0,0,12252678,WK 17-2021,Apr-2021,2021
2021-04-30,Haryana,3177616,545954,3723570,0,0,0,0,0,0,0,0,0,3723570,WK 17-2021,Apr-2021,2021
2021-04-30,Himachal Pradesh,1505390,237777,1743167,0,0,0,0,0,0,0,0,0,1743167,WK 17-2021,Apr-2021,2021
2021-04-30,Jammu & Kashmir,1947275,364162,2311437,0,0,0,0,0,0,0,0,0,2311437,WK 17-2021,Apr-2021,2021
2021-04-30,Jharkhand,2619359,463774,3083133,0,0,0,0,0,0,0,0,0,3083133,WK 17-2021,Apr-2021,2021
2021-04-30,Karnataka,7940789,1459600,9400389,0,0,0,0,0,0,0,0,0,9400389,WK 17-2021,Apr-2021,2021
2021-04-30,Kerala,6006406,1222823,7229229,0,0,0,0,0,0,0,0,0,7229229,WK 17-2021,Apr-2021,2021
2021-04-30,Ladakh,74391,33014,107405,0,0,0,0,0,0,0,0,0,107405,WK 17-2021,Apr-2021,2021
2021-04-30,Lakshadweep,18576,4074,22650,0,0,0,0,0,0,0,0,0,22650,WK 17-2021,Apr-2021,2021
2021-04-30,Madhya Pradesh,7022410,1054584,8076994,0,0,0,0,0,0,0,0,0,8076994,WK 17-2021,Apr-2021,2021
2021-04-30,Maharashtra,13360594,2510559,15871153,0,0,0,0,0,0,0,0,0,15871153,WK 17-2021,Apr-2021,2021
2021-04-30,Manipur,168275,60069,228344,0,0,0,0,0,0,0,0,0,228344,WK 17-2021,Apr-2021,2021
2021-04-30,Meghalaya,216713,58387,275100,0,0,0,0,0,0,0,0,0,275100,WK 17-2021,Apr-2021,2021
2021-04-30,Mizoram,206116,44330,250446,0,0,0,0,0,0,0,0,0,250446,WK 17-2021,Apr-2021,2021
2021-04-30,Nagaland,155612,39817,195429,0,0,0,0,0,0,0,0,0,195429,WK 17-2021,Apr-2021,2021
2021-04-30,Odisha,4889676,889346,5779022,0,0,0,0,0,0,0,0,0,5779022,WK 17-2021,Apr-2021,2021
2021-04-30,Puducherry,167670,26214,193884,0,0,0,0,0,0,0,0,0,193884,WK 17-2021,Apr-2021,2021
2021-04-30,Punjab,2896977,397024,3294001,0,0,0,0,0,0,0,0,0,3294001,WK 17-2021,Apr-2021,2021
2021-04-30,Rajasthan,10745782,2191129,12936911,0,0,0,0,0,0,0,0,0,12936911,WK 17-2021,Apr-2021,2021
2021-04-30,Sikkim,159827,40759,200586,0,0,0,0,0,0,0,0,0,200586,WK 17-2021,Apr-2021,2021
2021-04-30,Tamil Nadu,4590062,1255826,5845888,0,0,0,0,0,0,0,0,0,5845888,WK 17-2021,Apr-2021,2021
2021-04-30,Telangana,4010945,602246,4613191,0,0,0,0,0,0,0,0,0,4613191,WK 17-2021,Apr-2021,2021
2021-04-30,Tripura,882553,308069,1190622,0,0,0,0,0,0,0,0,0,1190622,WK 17-2021,Apr-2021,2021
2021-04-30,Uttar Pradesh,10126798,2228757,12355555,0,0,0,0,0,0,0,0,0,12355555,WK 17-2021,Apr-2021,2021
2021-04-30,Uttarakhand,1637791,395796,2033587,0,0,0,0,0,0,0,0,0,2033587,WK 17-2021,Apr-2021,2021
2021-04-30,West Bengal,8596500,2185636,10782136,0,0,0,0,0,0,0,0,0,10782136,WK 17-2021,Apr-2021,2021
2021-05-01,Andaman & Nicobar Island,93493,10881,104374,0,0,0,0,0,0,0,0,0,104374,WK 17-2021,May-2021,2021
2021-05-01,Andhra Pradesh,5112553,1467264,6579817,0,0,0,0,0,0,0,0,0,6579817,WK 17-2021,May-2021,2021
2021-05-01,Arunanchal Pradesh,187159,54324,241483,0,0,0,0,0,0,0,0,0,241483,WK 17-2021,May-2021,2021
2021-05-01,Assam,1950117,534496,2484613,0,0,0,0,0,0,0,0,0,2484613,WK 17-2021,May-2021,2021
2021-05-01,Bihar,5882397,1085837,6968234,0,0,0,0,0,0,0,0,0,6968234,WK 17-2021,May-2021,2021
2021-05-01,Chandigarh,160071,48418,208489,0,0,0,0,0,0,0,0,0,208489,WK 17-2021,May-2021,2021
2021-05-01,Chhattisgarh,4853099,718000,5571099,0,0,0,0,0,0,0,0,0,5571099,WK 17-2021,May-2021,2021
2021-05-01,Dadara & Nagar Havelli,39288,8541,47829,0,0,0,0,0,0,0,0,0,47829,WK 17-2021,May-2021,2021
2021-05-01,Daman & Diu,40070,7597,47667,0,0,0,0,0,0,0,0,0,47667,WK 17-2021,May-2021,2021
2021-05-01,NCT of Delhi,2581796,690332,3272128,0,0,0,0,0,0,0,0,0,3272128,WK 17-2021,May-2021,2021
2021-05-01,Goa,277125,72593,349718,0,0,0,0,0,0,0,0,0,349718,WK 17-2021,May-2021,2021
2021-05-01,Gujarat,9965898,2492610,12458508,0,0,0,0,0,0,0,0,0,12458508,WK 17-2021,May-2021,2021
2021-05-01,Haryana,3199113,559402,3758515,0,0,0,0,0,0,0,0,0,3758515,WK 17-2021,May-2021,2021
2021-05-01,Himachal Pradesh,1541271,252131,1793402,0,0,0,0,0,0,0,0,0,1793402,WK 17-2021,May-2021,2021
2021-05-01,Jammu & Kashmir,1975108,373155,2348263,0,0,0,0,0,0,0,0,0,2348263,WK 17-2021,May-2021,2021
2021-05-01,Jharkhand,2635990,478134,3114124,0,0,0,0,0,0,0,0,0,3114124,WK 17-2021,May-2021,2021
2021-05-01,Karnataka,8091599,1551873,9643472,0,0,0,0,0,0,0,0,0,9643472,WK 17-2021,May-2021,2021
2021-05-01,Kerala,6051411,1325775,7377186,0,0,0,0,0,0,0,0,0,7377186,WK 17-2021,May-2021,2021
2021-05-01,Ladakh,74661,33852,108513,0,0,0,0,0,0,0,0,0,108513,WK 17-2021,May-2021,2021
2021-05-01,Lakshadweep,18943,4197,23140,0,0,0,0,0,0,0,0,0,23140,WK 17-2021,May-2021,2021
2021-05-01,Madhya Pradesh,7023032,1056496,8079528,0,0,0,0,0,0,0,0,0,8079528,WK 17-2021,May-2021,2021
2021-05-01,Maharashtra,13562148,2622675,16184823,0,0,0,0,0,0,0,0,0,16184823,WK 17-2021,May-2021,2021
2021-05-01,Manipur,189159,61155,250314,0,0,0,0,0,0,0,0,0,250314,WK 17-2021,May-2021,2021
2021-05-01,Meghalaya,230785,59941,290726,0,0,0,0,0,0,0,0,0,290726,WK 17-2021,May-2021,2021
2021-05-01,Mizoram,211363,44733,256096,0,0,0,0,0,0,0,0,0,256096,WK 17-2021,May-2021,2021
2021-05-01,Nagaland,158599,40215,198814,0,0,0,0,0,0,0,0,0,198814,WK 17-2021,May-2021,2021
2021-05-01,Odisha,4928831,928900,5857731,0,0,0,0,0,0,0,0,0,5857731,WK 17-2021,May-2021,2021
2021-05-01,Puducherry,169451,28339,197790,0,0,0,0,0,0,0,0,0,197790,WK 17-2021,May-2021,2021
2021-05-01,Punjab,2969346,425392,3394738,0,0,0,0,0,0,0,0,0,3394738,WK 17-2021,May-2021,2021
2021-05-01,Rajasthan,10797385,2224937,13022322,0,0,0,0,0,0,0,0,0,13022322,WK 17-2021,May-2021,2021
2021-05-01,Sikkim,161083,42883,203966,0,0,0,0,0,0,0,0,0,203966,WK 17-2021,May-2021,2021
2021-05-01,Tamil Nadu,4635447,1312353,5947800,0,0,0,0,0,0,0,0,0,5947800,WK 17-2021,May-2021,2021
2021-05-01,Telangana,4152684,628544,4781228,0,0,0,0,0,0,0,0,0,4781228,WK 17-2021,May-2021,2021
2021-05-01,Tripura,898932,338806,1237738,0,0,0,0,0,0,0,0,0,1237738,WK 17-2021,May-2021,2021
2021-05-01,Uttar Pradesh,10241537,2317497,12559034,0,0,0,0,0,0,0,0,0,12559034,WK 17-2021,May-2021,2021
2021-05-01,Uttarakhand,1662261,413882,2076143,0,0,0,0,0,0,0,0,0,2076143,WK 17-2021,May-2021,2021
2021-05-01,West Bengal,8662504,2309974,10972478,0,0,0,0,0,0,0,0,0,10972478,WK 17-2021,May-2021,2021
2021-05-02,Andaman & Nicobar Island,94050,11113,105163,0,0,0,0,0,0,0,0,0,105163,WK 18-2021,May-2021,2021
2021-05-02,Andhra Pradesh,5178514,1521734,6700248,0,0,0,0,0,0,0,0,0,6700248,WK 18-2021,May-2021,2021
2021-05-02,Arunanchal Pradesh,189935,55698,245633,0,0,0,0,0,0,0,0,0,245633,WK 18-2021,May-2021,2021
2021-05-02,Assam,2018850,554699,2573549,0,0,0,0,0,0,0,0,0,2573549,WK 18-2021,May-2021,2021
2021-05-02,Bihar,5929577,1119367,7048944,0,0,0,0,0,0,0,0,0,7048944,WK 18-2021,May-2021,2021
2021-05-02,Chandigarh,163638,49636,213274,0,0,0,0,0,0,0,0,0,213274,WK 18-2021,May-2021,2021
2021-05-02,Chhattisgarh,4878221,744712,5622933,0,0,0,0,0,0,0,0,0,5622933,WK 18-2021,May-2021,2021
2021-05-02,Dadara & Nagar Havelli,39446,8656,48102,0,0,0,0,0,0,0,0,0,48102,WK 18-2021,May-2021,2021
2021-05-02,Daman & Diu,40378,7924,48302,0,0,0,0,0,0,0,0,0,48302,WK 18-2021,May-2021,2021
2021-05-02,NCT of Delhi,2615985,712661,3328646,0,0,0,0,0,0,0,0,0,3328646,WK 18-2021,May-2021,2021
2021-05-02,Goa,282295,73435,355730,0,0,0,0,0,0,0,0,0,355730,WK 18-2021,May-2021,2021
2021-05-02,Gujarat,10159249,2589781,12749030,0,0,0,0,0,0,0,0,0,12749030,WK 18-2021,May-2021,2021
2021-05-02,Haryana,3213944,565780,3779724,0,0,0,0,0,0,0,0,0,3779724,WK 18-2021,May-2021,2021
2021-05-02,Himachal Pradesh,1562625,261351,1823976,0,0,0,0,0,0,0,0,0,1823976,WK 18-2021,May-2021,2021
2021-05-02,Jammu & Kashmir,1997474,381082,2378556,0,0,0,0,0,0,0,0,0,2378556,WK 18-2021,May-2021,2021
2021-05-02,Jharkhand,2650132,489441,3139573,0,0,0,0,0,0,0,0,0,3139573,WK 18-2021,May-2021,2021
2021-05-02,Karnataka,8182326,1599857,9782183,0,0,0,0,0,0,0,0,0,9782183,WK 18-2021,May-2021,2021
2021-05-02,Kerala,6072156,1356764,7428920,0,0,0,0,0,0,0,0,0,7428920,WK 18-2021,May-2021,2021
2021-05-02,Ladakh,75007,34471,109478,0,0,0,0,0,0,0,0,0,109478,WK 18-2021,May-2021,2021
2021-05-02,Lakshadweep,19176,4279,23455,0,0,0,0,0,0,0,0,0,23455,WK 18-2021,May-2021,2021
2021-05-02,Madhya Pradesh,7046736,1105065,8151801,0,0,0,0,0,0,0,0,0,8151801,WK 18-2021,May-2021,2021
2021-05-02,Maharashtra,13662818,2659518,16322336,0,0,0,0,0,0,0,0,0,16322336,WK 18-2021,May-2021,2021
2021-05-02,Manipur,202052,61750,263802,0,0,0,0,0,0,0,0,0,263802,WK 18-2021,May-2021,2021
2021-05-02,Meghalaya,237337,60630,297967,0,0,0,0,0,0,0,0,0,297967,WK 18-2021,May-2021,2021
2021-05-02,Mizoram,214013,44909,258922,0,0,0,0,0,0,0,0,0,258922,WK 18-2021,May-2021,2021
2021-05-02,Nagaland,159659,40327,199986,0,0,0,0,0,0,0,0,0,199986,WK 18-2021,May-2021,2021
2021-05-02,Odisha,4938814,933924,5872738,0,0,0,0,0,0,0,0,0,5872738,WK 18-2021,May-2021,2021
2021-05-02,Puducherry,170748,29158,199906,0,0,0,0,0,0,0,0,0,199906,WK 18-2021,May-2021,2021
2021-05-02,Punjab,3032662,445009,3477671,0,0,0,0,0,0,0,0,0,3477671,WK 18-2021,May-2021,2021
2021-05-02,Rajasthan,10842068,2250711,13092779,0,0,0,0,0,0,0,0,0,13092779,WK 18-2021,May-2021,2021
2021-05-02,Sikkim,161460,43669,205129,0,0,0,0,0,0,0,0,0,205129,WK 18-2021,May-2021,2021
2021-05-02,Tamil Nadu,4683293,1362335,6045628,0,0,0,0,0,0,0,0,0,6045628,WK 18-2021,May-2021,2021
2021-05-02,Telangana,4158702,630248,4788950,0,0,0,0,0,0,0,0,0,4788950,WK 18-2021,May-2021,2021
2021-05-02,Tripura,907588,353849,1261437,0,0,0,0,0,0,0,0,0,1261437,WK 18-2021,May-2021,2021
2021-05-02,Uttar Pradesh,10349479,2371315,12720794,0,0,0,0,0,0,0,0,0,12720794,WK 18-2021,May-2021,2021
2021-05-02,Uttarakhand,1672477,424276,2096753,0,0,0,0,0,0,0,0,0,2096753,WK 18-2021,May-2021,2021
2021-05-02,West Bengal,8694518,2370153,11064671,0,0,0,0,0,0,0,0,0,11064671,WK 18-2021,May-2021,2021
2021-05-03,Andaman & Nicobar Island,94126,11160,105286,0,0,0,0,0,0,0,0,0,105286,WK 18-2021,May-2021,2021
2021-05-03,Andhra Pradesh,5176374,1519932,6696306,0,0,0,0,0,0,0,0,0,6696306,WK 18-2021,May-2021,2021
2021-05-03,Arunanchal Pradesh,190516,56066,246582,0,0,0,0,0,0,0,0,0,246582,WK 18-2021,May-2021,2021
2021-05-03,Assam,2033507,556769,2590276,0,0,0,0,0,0,0,0,0,2590276,WK 18-2021,May-2021,2021
2021-05-03,Bihar,5965700,1145575,7111275,0,0,0,0,0,0,0,0,0,7111275,WK 18-2021,May-2021,2021
2021-05-03,Chandigarh,165616,50277,215893,0,0,0,0,0,0,0,0,0,215893,WK 18-2021,May-2021,2021
2021-05-03,Chhattisgarh,4887678,759407,5647085,0,0,0,0,0,0,0,0,0,5647085,WK 18-2021,May-2021,2021
2021-05-03,Dadara & Nagar Havelli,39454,8677,48131,0,0,0,0,0,0,0,0,0,48131,WK 18-2021,May-2021,2021
2021-05-03,Daman & Diu,40436,8052,48488,0,0,0,0,0,0,0,0,0,48488,WK 18-2021,May-2021,2021
2021-05-03,NCT of Delhi,2613232,711690,3324922,0,0,0,0,0,0,0,0,0,3324922,WK 18-2021,May-2021,2021
2021-05-03,Goa,284559,73720,358279,0,0,0,0,0,0,0,0,0,358279,WK 18-2021,May-2021,2021
2021-05-03,Gujarat,10160860,2641791,12802651,0,0,0,0,0,0,0,0,0,12802651,WK 18-2021,May-2021,2021
2021-05-03,Haryana,3230227,566615,3796842,0,0,0,0,0,0,0,0,0,3796842,WK 18-2021,May-2021,2021
2021-05-03,Himachal Pradesh,1566261,262692,1828953,0,0,0,0,0,0,0,0,0,1828953,WK 18-2021,May-2021,2021
2021-05-03,Jammu & Kashmir,2027655,387799,2415454,0,0,0,0,0,0,0,0,0,2415454,WK 18-2021,May-2021,2021
2021-05-03,Jharkhand,2653045,493777,3146822,0,0,0,0,0,0,0,0,0,3146822,WK 18-2021,May-2021,2021
2021-05-03,Karnataka,8204633,1612764,9817397,0,0,0,0,0,0,0,0,0,9817397,WK 18-2021,May-2021,2021
2021-05-03,Kerala,6069748,1356416,7426164,0,0,0,0,0,0,0,0,0,7426164,WK 18-2021,May-2021,2021
2021-05-03,Ladakh,75063,34631,109694,0,0,0,0,0,0,0,0,0,109694,WK 18-2021,May-2021,2021
2021-05-03,Lakshadweep,19368,4318,23686,0,0,0,0,0,0,0,0,0,23686,WK 18-2021,May-2021,2021
2021-05-03,Madhya Pradesh,7045957,1108964,8154921,0,0,0,0,0,0,0,0,0,8154921,WK 18-2021,May-2021,2021
2021-05-03,Maharashtra,13677535,2665223,16342758,0,0,0,0,0,0,0,0,0,16342758,WK 18-2021,May-2021,2021
2021-05-03,Manipur,205036,61754,266790,0,0,0,0,0,0,0,0,0,266790,WK 18-2021,May-2021,2021
2021-05-03,Meghalaya,237838,60571,298409,0,0,0,0,0,0,0,0,0,298409,WK 18-2021,May-2021,2021
2021-05-03,Mizoram,213937,44878,258815,0,0,0,0,0,0,0,0,0,258815,WK 18-2021,May-2021,2021
2021-05-03,Nagaland,159923,40345,200268,0,0,0,0,0,0,0,0,0,200268,WK 18-2021,May-2021,2021
2021-05-03,Odisha,4939823,934584,5874407,0,0,0,0,0,0,0,0,0,5874407,WK 18-2021,May-2021,2021
2021-05-03,Puducherry,170709,29317,200026,0,0,0,0,0,0,0,0,0,200026,WK 18-2021,May-2021,2021
