Date,State,Confirmed,Recovered,Deaths,State_Code,Active,Week,Month,Year
2021-03-10,Goa,55463,54032,799,30,632,WK 10-2021,Mar-2021,2021
2021-03-10,Gujarat,273941,266313,4416,24,3212,WK 10-2021,Mar-2021,2021
2021-03-10,Haryana,272751,267610,3058,06,2083,WK 10-2021,Mar-2021,2021
2021-03-10,Himachal Pradesh,59197,57580,1000,02,617,WK 10-2021,Mar-2021,2021
2021-03-10,Jammu & Kashmir,127114,124280,1963,01,871,WK 10-2021,Mar-2021,2021
2021-03-10,Jharkhand,120312,118747,1093,20,472,WK 10-2021,Mar-2021,2021
2021-03-10,Karnataka,955451,936250,12367,29,6834,WK 10-2021,Mar-2021,2021
2021-03-10,Kerala,1078739,1034895,4312,32,39532,WK 10-2021,Mar-2021,2021
2021-03-10,Ladakh,9833,9659,130,37,44,WK 10-2021,Mar-2021,2021
2021-03-10,Lakshadweep,494,329,1,31,164,WK 10-2021,Mar-2021,2021
2021-03-10,Madhya Pradesh,265070,257560,3872,23,3638,WK 10-2021,Mar-2021,2021
2021-03-10,Maharashtra,2228471,2077112,52500,27,98859,WK 10-2021,Mar-2021,2021
2021-03-10,Manipur,29296,28894,373,14,29,WK 10-2021,Mar-2021,2021
2021-03-10,Meghalaya,13973,13813,148,17,12,WK 10-2021,Mar-2021,2021
2021-03-10,Mizoram,4432,4412,10,15,10,WK 10-2021,Mar-2021,2021
2021-03-10,Nagaland,12217,12107,91,13,19,WK 10-2021,Mar-2021,2021
2021-03-10,Odisha,337803,335168,1917,21,718,WK 10-2021,Mar-2021,2021
2021-03-10,Puducherry,39882,39041,670,34,171,WK 10-2021,Mar-2021,2021
2021-03-10,Punjab,189620,175659,5941,03,8020,WK 10-2021,Mar-2021,2021
2021-03-10,Rajasthan,321711,317039,2789,08,1883,WK 10-2021,Mar-2021,2021
2021-03-10,Sikkim,6174,5989,135,11,50,WK 10-2021,Mar-2021,2021
2021-03-10,Tamil Nadu,855677,839138,12521,33,4018,WK 10-2021,Mar-2021,2021
2021-03-10,Telangana,300153,296740,1644,36,1769,WK 10-2021,Mar-2021,2021
2021-03-10,Tripura,33424,33003,391,16,30,WK 10-2021,Mar-2021,2021
2021-03-10,Uttar Pradesh,604380,594008,8738,09,1634,WK 10-2021,Mar-2021,2021
2021-03-10,Uttarakhand,97480,95123,1695,05,662,WK 10-2021,Mar-2021,2021
2021-03-10,West Bengal,576838,563403,10280,19,3155,WK 10-2021,Mar-2021,2021
2021-03-11,Andaman & Nicobar Island,5028,4958,62,35,8,WK 10-2021,Mar-2021,2021
2021-03-11,Andhra Pradesh,890884,882670,7176,28,1038,WK 10-2021,Mar-2021,2021
2021-03-11,Arunanchal Pradesh,16839,16780,56,12,3,WK 10-2021,Mar-2021,2021
2021-03-11,Assam,217704,214979,1096,18,1629,WK 10-2021,Mar-2021,2021
2021-03-11,Bihar,262820,260975,1547,10,298,WK 10-2021,Mar-2021,2021
2021-03-11,Chandigarh,22502,21368,356,04,778,WK 10-2021,Mar-2021,2021
2021-03-11,Chhattisgarh,315030,308143,3864,22,3023,WK 10-2021,Mar-2021,2021
2021-03-11,Dadara & Nagar Havelli,3423,3404,2,26,17,WK 10-2021,Mar-2021,2021
2021-03-11,NCT of Delhi,641660,628920,10928,07,1812,WK 10-2021,Mar-2021,2021
2021-03-11,Goa,55538,54073,802,30,663,WK 10-2021,Mar-2021,2021
2021-03-11,Gujarat,274522,266766,4418,24,3338,WK 10-2021,Mar-2021,2021
2021-03-11,Haryana,273087,267762,3062,06,2263,WK 10-2021,Mar-2021,2021
2021-03-11,Himachal Pradesh,59239,57616,1002,02,621,WK 10-2021,Mar-2021,2021
2021-03-11,Jammu & Kashmir,127191,124367,1965,01,859,WK 10-2021,Mar-2021,2021
2021-03-11,Jharkhand,120374,118787,1093,20,494,WK 10-2021,Mar-2021,2021
2021-03-11,Karnataka,956041,936616,12373,29,7052,WK 10-2021,Mar-2021,2021
2021-03-11,Kerala,1081055,1039281,4328,32,37446,WK 10-2021,Mar-2021,2021
2021-03-11,Ladakh,9835,9662,130,37,43,WK 10-2021,Mar-2021,2021
2021-03-11,Lakshadweep,509,341,1,31,167,WK 10-2021,Mar-2021,2021
2021-03-11,Madhya Pradesh,265527,257942,3874,23,3711,WK 10-2021,Mar-2021,2021
2021-03-11,Maharashtra,2238398,2089294,52556,27,96548,WK 10-2021,Mar-2021,2021
2021-03-11,Manipur,29298,28895,373,14,30,WK 10-2021,Mar-2021,2021
2021-03-11,Meghalaya,13977,13815,148,17,14,WK 10-2021,Mar-2021,2021
2021-03-11,Mizoram,4434,4415,10,15,9,WK 10-2021,Mar-2021,2021
2021-03-11,Nagaland,12217,12108,91,13,18,WK 10-2021,Mar-2021,2021
2021-03-11,Odisha,337860,335250,1917,21,693,WK 10-2021,Mar-2021,2021
2021-03-11,Puducherry,39908,39060,670,34,178,WK 10-2021,Mar-2021,2021
2021-03-11,Punjab,190647,176164,5961,03,8522,WK 10-2021,Mar-2021,2021
2021-03-11,Rajasthan,321890,317138,2789,08,1963,WK 10-2021,Mar-2021,2021
2021-03-11,Sikkim,6175,5990,135,11,50,WK 10-2021,Mar-2021,2021
2021-03-11,Tamil Nadu,856246,839648,12525,33,4073,WK 10-2021,Mar-2021,2021
2021-03-11,Telangana,300342,296916,1646,36,1780,WK 10-2021,Mar-2021,2021
2021-03-11,Tripura,33425,33010,391,16,24,WK 10-2021,Mar-2021,2021
2021-03-11,Uttar Pradesh,604527,594109,8740,09,1678,WK 10-2021,Mar-2021,2021
2021-03-11,Uttarakhand,97529,95223,1695,05,611,WK 10-2021,Mar-2021,2021
2021-03-11,West Bengal,577026,563601,10281,19,3144,WK 10-2021,Mar-2021,2021
2021-03-12,Andaman & Nicobar Island,5028,4960,62,35,6,WK 10-2021,Mar-2021,2021
2021-03-12,Andhra Pradesh,891004,882763,7177,28,1064,WK 10-2021,Mar-2021,2021
2021-03-12,Arunanchal Pradesh,16840,16780,56,12,4,WK 10-2021,Mar-2021,2021
2021-03-12,Assam,217726,214997,1096,18,1633,WK 10-2021,Mar-2021,2021
2021-03-12,Bihar,262864,261013,1548,10,303,WK 10-2021,Mar-2021,2021
2021-03-12,Chandigarh,22589,21416,357,04,816,WK 10-2021,Mar-2021,2021
2021-03-12,Chhattisgarh,315486,308269,3872,22,3345,WK 10-2021,Mar-2021,2021
2021-03-12,Dadara & Nagar Havelli,3426,3404,2,26,20,WK 10-2021,Mar-2021,2021
2021-03-12,NCT of Delhi,642030,629199,10931,07,1900,WK 10-2021,Mar-2021,2021
2021-03-12,Goa,55607,54130,802,30,675,WK 10-2021,Mar-2021,2021
2021-03-12,Gujarat,275197,267250,4418,24,3529,WK 10-2021,Mar-2021,2021
2021-03-12,Haryana,273446,267942,3064,06,2440,WK 10-2021,Mar-2021,2021
2021-03-12,Himachal Pradesh,59347,57745,1003,02,599,WK 10-2021,Mar-2021,2021
2021-03-12,Jammu & Kashmir,127288,124421,1968,01,899,WK 10-2021,Mar-2021,2021
2021-03-12,Jharkhand,120436,118823,1093,20,520,WK 10-2021,Mar-2021,2021
2021-03-12,Karnataka,956801,936947,12379,29,7475,WK 10-2021,Mar-2021,2021
2021-03-12,Kerala,1083530,1043473,4342,32,35715,WK 10-2021,Mar-2021,2021
2021-03-12,Ladakh,9838,9669,130,37,39,WK 10-2021,Mar-2021,2021
2021-03-12,Lakshadweep,524,355,1,31,168,WK 10-2021,Mar-2021,2021
2021-03-12,Madhya Pradesh,266043,258251,3877,23,3915,WK 10-2021,Mar-2021,2021
2021-03-12,Maharashtra,2252057,2099207,52610,27,100240,WK 10-2021,Mar-2021,2021
2021-03-12,Manipur,29305,28897,373,14,35,WK 10-2021,Mar-2021,2021
2021-03-12,Meghalaya,13983,13816,148,17,19,WK 10-2021,Mar-2021,2021
2021-03-12,Mizoram,4434,4415,10,15,9,WK 10-2021,Mar-2021,2021
2021-03-12,Nagaland,12217,12116,91,13,10,WK 10-2021,Mar-2021,2021
2021-03-12,Odisha,337929,335322,1917,21,690,WK 10-2021,Mar-2021,2021
2021-03-12,Puducherry,39932,39083,670,34,179,WK 10-2021,Mar-2021,2021
2021-03-12,Punjab,192040,176660,5978,03,9402,WK 10-2021,Mar-2021,2021
2021-03-12,Rajasthan,322078,317257,2789,08,2032,WK 10-2021,Mar-2021,2021
2021-03-12,Sikkim,6178,5994,135,11,49,WK 10-2021,Mar-2021,2021
2021-03-12,Tamil Nadu,856917,840180,12530,33,4207,WK 10-2021,Mar-2021,2021
2021-03-12,Telangana,300536,297032,1649,36,1855,WK 10-2021,Mar-2021,2021
2021-03-12,Tripura,33425,33016,391,16,18,WK 10-2021,Mar-2021,2021
2021-03-12,Uttar Pradesh,604648,594219,8740,09,1689,WK 10-2021,Mar-2021,2021
2021-03-12,Uttarakhand,97565,95268,1697,05,600,WK 10-2021,Mar-2021,2021
2021-03-12,West Bengal,577267,563857,10283,19,3127,WK 10-2021,Mar-2021,2021
2021-03-13,Andaman & Nicobar Island,5028,4960,62,35,6,WK 10-2021,Mar-2021,2021
2021-03-13,Andhra Pradesh,891178,882841,7179,28,1158,WK 10-2021,Mar-2021,2021
2021-03-13,Arunanchal Pradesh,16840,16780,56,12,4,WK 10-2021,Mar-2021,2021
2021-03-13,Assam,217745,215023,1097,18,1625,WK 10-2021,Mar-2021,2021
2021-03-13,Bihar,262909,261037,1548,10,324,WK 10-2021,Mar-2021,2021
2021-03-13,Chandigarh,22697,21481,357,04,859,WK 10-2021,Mar-2021,2021
2021-03-13,Chhattisgarh,315864,308452,3875,22,3537,WK 10-2021,Mar-2021,2021
2021-03-13,Dadara & Nagar Havelli,3426,3404,2,26,20,WK 10-2021,Mar-2021,2021
2021-03-13,NCT of Delhi,642439,629485,10934,07,2020,WK 10-2021,Mar-2021,2021
2021-03-13,Goa,55676,54169,803,30,704,WK 10-2021,Mar-2021,2021
2021-03-13,Gujarat,275907,267701,4418,24,3788,WK 10-2021,Mar-2021,2021
2021-03-13,Haryana,273888,268144,3065,06,2679,WK 10-2021,Mar-2021,2021
2021-03-13,Himachal Pradesh,59439,57774,1003,02,662,WK 10-2021,Mar-2021,2021
2021-03-13,Jammu & Kashmir,127363,124498,1969,01,896,WK 10-2021,Mar-2021,2021
2021-03-13,Jharkhand,120467,118863,1093,20,511,WK 10-2021,Mar-2021,2021
2021-03-13,Karnataka,957584,937383,12381,29,7820,WK 10-2021,Mar-2021,2021
2021-03-13,Kerala,1085663,1047226,4355,32,34082,WK 10-2021,Mar-2021,2021
2021-03-13,Ladakh,9840,9669,130,37,41,WK 10-2021,Mar-2021,2021
2021-03-13,Lakshadweep,569,374,1,31,194,WK 10-2021,Mar-2021,2021
2021-03-13,Madhya Pradesh,266573,258598,3881,23,4094,WK 10-2021,Mar-2021,2021
2021-03-13,Maharashtra,2266374,2106400,52667,27,107307,WK 10-2021,Mar-2021,2021
2021-03-13,Manipur,29309,28900,373,14,36,WK 10-2021,Mar-2021,2021
2021-03-13,Meghalaya,13985,13817,148,17,20,WK 10-2021,Mar-2021,2021
2021-03-13,Mizoram,4435,4416,10,15,9,WK 10-2021,Mar-2021,2021
2021-03-13,Nagaland,12217,12116,91,13,10,WK 10-2021,Mar-2021,2021
2021-03-13,Odisha,337992,335408,1917,21,667,WK 10-2021,Mar-2021,2021
2021-03-13,Puducherry,39954,39108,670,34,176,WK 10-2021,Mar-2021,2021
2021-03-13,Punjab,193345,177280,5996,03,10069,WK 10-2021,Mar-2021,2021
2021-03-13,Rajasthan,322281,317350,2789,08,2142,WK 10-2021,Mar-2021,2021
2021-03-13,Sikkim,6179,5994,135,11,50,WK 10-2021,Mar-2021,2021
2021-03-13,Tamil Nadu,857602,840723,12535,33,4344,WK 10-2021,Mar-2021,2021
2021-03-13,Telangana,300717,297195,1650,36,1872,WK 10-2021,Mar-2021,2021
2021-03-13,Tripura,33425,33017,391,16,17,WK 10-2021,Mar-2021,2021
2021-03-13,Uttar Pradesh,604791,594308,8741,09,1742,WK 10-2021,Mar-2021,2021
2021-03-13,Uttarakhand,97634,95294,1698,05,642,WK 10-2021,Mar-2021,2021
2021-03-13,West Bengal,577511,564115,10286,19,3110,WK 10-2021,Mar-2021,2021
2021-03-14,Andaman & Nicobar Island,5029,4961,62,35,6,WK 11-2021,Mar-2021,2021
2021-03-14,Andhra Pradesh,891388,882981,7180,28,1227,WK 11-2021,Mar-2021,2021
2021-03-14,Arunanchal Pradesh,16840,16780,56,12,4,WK 11-2021,Mar-2021,2021
2021-03-14,Assam,217766,215041,1097,18,1628,WK 11-2021,Mar-2021,2021
2021-03-14,Bihar,262937,261064,1549,10,324,WK 11-2021,Mar-2021,2021
2021-03-14,Chandigarh,22832,21539,357,04,936,WK 11-2021,Mar-2021,2021
2021-03-14,Chhattisgarh,316311,308854,3880,22,3577,WK 11-2021,Mar-2021,2021
2021-03-14,Dadara & Nagar Havelli,3431,3405,2,26,24,WK 11-2021,Mar-2021,2021
2021-03-14,NCT of Delhi,642870,629841,10936,07,2093,WK 11-2021,Mar-2021,2021
2021-03-14,Goa,55758,54209,804,30,745,WK 11-2021,Mar-2021,2021
2021-03-14,Gujarat,276622,268196,4420,24,4006,WK 11-2021,Mar-2021,2021
2021-03-14,Haryana,274273,268397,3069,06,2807,WK 11-2021,Mar-2021,2021
2021-03-14,Himachal Pradesh,59527,57818,1003,02,706,WK 11-2021,Mar-2021,2021
2021-03-14,Jammu & Kashmir,127436,124578,1971,01,887,WK 11-2021,Mar-2021,2021
2021-03-14,Jharkhand,120524,118922,1093,20,509,WK 11-2021,Mar-2021,2021
2021-03-14,Karnataka,958417,937898,12386,29,8133,WK 11-2021,Mar-2021,2021
2021-03-14,Kerala,1087443,1050603,4369,32,32471,WK 11-2021,Mar-2021,2021
2021-03-14,Ladakh,9846,9686,130,37,30,WK 11-2021,Mar-2021,2021
2021-03-14,Lakshadweep,587,380,1,31,206,WK 11-2021,Mar-2021,2021
2021-03-14,Madhya Pradesh,267176,258958,3883,23,4335,WK 11-2021,Mar-2021,2021
2021-03-14,Maharashtra,2282191,2117744,52723,27,111724,WK 11-2021,Mar-2021,2021
2021-03-14,Manipur,29310,28907,373,14,30,WK 11-2021,Mar-2021,2021
2021-03-14,Meghalaya,13986,13818,148,17,20,WK 11-2021,Mar-2021,2021
2021-03-14,Mizoram,4435,4416,10,15,9,WK 11-2021,Mar-2021,2021
2021-03-14,Nagaland,12221,12120,91,13,10,WK 11-2021,Mar-2021,2021
2021-03-14,Odisha,338056,335499,1917,21,640,WK 11-2021,Mar-2021,2021
2021-03-14,Puducherry,39984,39128,670,34,186,WK 11-2021,Mar-2021,2021
2021-03-14,Punjab,194753,178271,6030,03,10452,WK 11-2021,Mar-2021,2021
2021-03-14,Rajasthan,322518,317487,2789,08,2242,WK 11-2021,Mar-2021,2021
2021-03-14,Sikkim,6183,5994,135,11,54,WK 11-2021,Mar-2021,2021
2021-03-14,Tamil Nadu,858272,841250,12539,33,4483,WK 11-2021,Mar-2021,2021
2021-03-14,Telangana,300933,297363,1652,36,1918,WK 11-2021,Mar-2021,2021
2021-03-14,Tripura,33427,33026,391,16,10,WK 11-2021,Mar-2021,2021
2021-03-14,Uttar Pradesh,604958,594396,8743,09,1819,WK 11-2021,Mar-2021,2021
2021-03-14,Uttarakhand,97700,95362,1700,05,638,WK 11-2021,Mar-2021,2021
2021-03-14,West Bengal,577788,564368,10287,19,3133,WK 11-2021,Mar-2021,2021
2021-03-15,Andaman & Nicobar Island,5030,4964,62,35,4,WK 11-2021,Mar-2021,2021
2021-03-15,Andhra Pradesh,891563,883113,7182,28,1268,WK 11-2021,Mar-2021,2021
2021-03-15,Arunanchal Pradesh,16840,16781,56,12,3,WK 11-2021,Mar-2021,2021
2021-03-15,Assam,217780,215063,1098,18,1619,WK 11-2021,Mar-2021,2021
2021-03-15,Bihar,262974,261092,1550,10,332,WK 11-2021,Mar-2021,2021
2021-03-15,Chandigarh,22976,21586,358,04,1032,WK 11-2021,Mar-2021,2021
2021-03-15,Chhattisgarh,316854,309198,3886,22,3770,WK 11-2021,Mar-2021,2021
2021-03-15,Dadara & Nagar Havelli,3435,3405,2,26,28,WK 11-2021,Mar-2021,2021
2021-03-15,NCT of Delhi,643289,630143,10939,07,2207,WK 11-2021,Mar-2021,2021
2021-03-15,Goa,55851,54279,805,30,767,WK 11-2021,Mar-2021,2021
2021-03-15,Gujarat,277397,268775,4422,24,4200,WK 11-2021,Mar-2021,2021
2021-03-15,Haryana,274697,268672,3073,06,2952,WK 11-2021,Mar-2021,2021
2021-03-15,Himachal Pradesh,59597,57848,1004,02,745,WK 11-2021,Mar-2021,2021
2021-03-15,Jammu & Kashmir,127535,124680,1974,01,881,WK 11-2021,Mar-2021,2021
2021-03-15,Jharkhand,120567,118959,1093,20,515,WK 11-2021,Mar-2021,2021
2021-03-15,Karnataka,959338,938890,12387,29,8061,WK 11-2021,Mar-2021,2021
2021-03-15,Kerala,1089478,1053859,4381,32,31238,WK 11-2021,Mar-2021,2021
2021-03-15,Ladakh,9847,9686,130,37,31,WK 11-2021,Mar-2021,2021
2021-03-15,Lakshadweep,603,394,1,31,208,WK 11-2021,Mar-2021,2021
2021-03-15,Madhya Pradesh,267851,259454,3885,23,4512,WK 11-2021,Mar-2021,2021
2021-03-15,Maharashtra,2297793,2125211,52811,27,119771,WK 11-2021,Mar-2021,2021
2021-03-15,Manipur,29311,28911,373,14,27,WK 11-2021,Mar-2021,2021
2021-03-15,Meghalaya,13992,13818,148,17,26,WK 11-2021,Mar-2021,2021
2021-03-15,Mizoram,4436,4416,10,15,10,WK 11-2021,Mar-2021,2021
2021-03-15,Nagaland,12225,12120,91,13,14,WK 11-2021,Mar-2021,2021
2021-03-15,Odisha,338121,335569,1918,21,634,WK 11-2021,Mar-2021,2021
2021-03-15,Puducherry,40015,39154,670,34,191,WK 11-2021,Mar-2021,2021
2021-03-15,Punjab,196263,179295,6052,03,10916,WK 11-2021,Mar-2021,2021
2021-03-15,Rajasthan,322719,317601,2789,08,2329,WK 11-2021,Mar-2021,2021
2021-03-15,Sikkim,6184,6002,135,11,47,WK 11-2021,Mar-2021,2021
2021-03-15,Tamil Nadu,858967,841762,12543,33,4662,WK 11-2021,Mar-2021,2021
2021-03-15,Telangana,301161,297515,1653,36,1993,WK 11-2021,Mar-2021,2021
2021-03-15,Tripura,33429,33026,391,16,12,WK 11-2021,Mar-2021,2021
2021-03-15,Uttar Pradesh,605112,594550,8745,09,1817,WK 11-2021,Mar-2021,2021
2021-03-15,Uttarakhand,97754,95469,1702,05,583,WK 11-2021,Mar-2021,2021
2021-03-15,West Bengal,578064,564637,10288,19,3139,WK 11-2021,Mar-2021,2021
2021-03-16,Andaman & Nicobar Island,5031,4964,62,35,5,WK 11-2021,Mar-2021,2021
2021-03-16,Andhra Pradesh,891861,883277,7184,28,1400,WK 11-2021,Mar-2021,2021
2021-03-16,Arunanchal Pradesh,16840,16781,56,12,3,WK 11-2021,Mar-2021,2021
2021-03-16,Assam,217797,215080,1098,18,1619,WK 11-2021,Mar-2021,2021
2021-03-16,Bihar,263025,261136,1551,10,338,WK 11-2021,Mar-2021,2021
2021-03-16,Chandigarh,23096,21650,358,04,1088,WK 11-2021,Mar-2021,2021
2021-03-16,Chhattisgarh,317329,309433,3890,22,4006,WK 11-2021,Mar-2021,2021
2021-03-16,Dadara & Nagar Havelli,3438,3405,2,26,31,WK 11-2021,Mar-2021,2021
2021-03-16,NCT of Delhi,643696,630493,10941,07,2262,WK 11-2021,Mar-2021,2021
2021-03-16,Goa,55917,54362,806,30,749,WK 11-2021,Mar-2021,2021
2021-03-16,Gujarat,278207,269361,4424,24,4422,WK 11-2021,Mar-2021,2021
2021-03-16,Haryana,275137,268968,3074,06,3095,WK 11-2021,Mar-2021,2021
2021-03-16,Himachal Pradesh,59675,57909,1006,02,760,WK 11-2021,Mar-2021,2021
2021-03-16,Jammu & Kashmir,127640,124746,1974,01,920,WK 11-2021,Mar-2021,2021
2021-03-16,Jharkhand,120628,118987,1093,20,548,WK 11-2021,Mar-2021,2021
2021-03-16,Karnataka,960272,939499,12390,29,8383,WK 11-2021,Mar-2021,2021
2021-03-16,Kerala,1091270,1057097,4396,32,29777,WK 11-2021,Mar-2021,2021
2021-03-16,Ladakh,9847,9686,130,37,31,WK 11-2021,Mar-2021,2021
2021-03-16,Lakshadweep,604,400,1,31,203,WK 11-2021,Mar-2021,2021
2021-03-16,Madhya Pradesh,268594,259967,3887,23,4740,WK 11-2021,Mar-2021,2021
2021-03-16,Maharashtra,2314413,2134072,52861,27,127480,WK 11-2021,Mar-2021,2021
2021-03-16,Manipur,29313,28914,373,14,26,WK 11-2021,Mar-2021,2021
2021-03-16,Meghalaya,13997,13820,148,17,29,WK 11-2021,Mar-2021,2021
2021-03-16,Mizoram,4437,4416,10,15,11,WK 11-2021,Mar-2021,2021
2021-03-16,Nagaland,12225,12120,91,13,14,WK 11-2021,Mar-2021,2021
2021-03-16,Odisha,338192,335660,1918,21,614,WK 11-2021,Mar-2021,2021
2021-03-16,Puducherry,40030,39169,671,34,190,WK 11-2021,Mar-2021,2021
2021-03-16,Punjab,197755,180133,6072,03,11550,WK 11-2021,Mar-2021,2021
2021-03-16,Rajasthan,322969,317726,2790,08,2453,WK 11-2021,Mar-2021,2021
2021-03-16,Sikkim,6184,6003,135,11,46,WK 11-2021,Mar-2021,2021
2021-03-16,Tamil Nadu,859726,842309,12547,33,4870,WK 11-2021,Mar-2021,2021
2021-03-16,Telangana,301318,297681,1654,36,1983,WK 11-2021,Mar-2021,2021
2021-03-16,Tripura,33433,33029,391,16,13,WK 11-2021,Mar-2021,2021
2021-03-16,Uttar Pradesh,605290,594693,8746,09,1851,WK 11-2021,Mar-2021,2021
2021-03-16,Uttarakhand,97806,95494,1703,05,609,WK 11-2021,Mar-2021,2021
2021-03-16,West Bengal,578347,564912,10292,19,3143,WK 11-2021,Mar-2021,2021
2021-03-17,Andaman & Nicobar Island,5031,4966,62,35,3,WK 11-2021,Mar-2021,2021
2021-03-17,Andhra Pradesh,892008,883380,7185,28,1443,WK 11-2021,Mar-2021,2021
2021-03-17,Arunanchal Pradesh,16840,16783,56,12,1,WK 11-2021,Mar-2021,2021
2021-03-17,Assam,217817,215106,1099,18,1612,WK 11-2021,Mar-2021,2021
2021-03-17,Bihar,263051,261171,1552,10,328,WK 11-2021,Mar-2021,2021
2021-03-17,Chandigarh,23244,21720,358,04,1166,WK 11-2021,Mar-2021,2021
2021-03-17,Chhattisgarh,317974,309979,3897,22,4098,WK 11-2021,Mar-2021,2021
2021-03-17,Dadara & Nagar Havelli,3440,3407,2,26,31,WK 11-2021,Mar-2021,2021
2021-03-17,NCT of Delhi,644064,630799,10944,07,2321,WK 11-2021,Mar-2021,2021
2021-03-17,Goa,56006,54424,807,30,775,WK 11-2021,Mar-2021,2021
2021-03-17,Gujarat,279097,269955,4425,24,4717,WK 11-2021,Mar-2021,2021
2021-03-17,Haryana,275557,269268,3077,06,3212,WK 11-2021,Mar-2021,2021
2021-03-17,Himachal Pradesh,59750,57983,1010,02,757,WK 11-2021,Mar-2021,2021
2021-03-17,Jammu & Kashmir,127734,124823,1974,01,937,WK 11-2021,Mar-2021,2021
2021-03-17,Jharkhand,120695,119046,1093,20,556,WK 11-2021,Mar-2021,2021
2021-03-17,Karnataka,961204,939928,12397,29,8879,WK 11-2021,Mar-2021,2021
2021-03-17,Kerala,1092324,1060560,4407,32,27357,WK 11-2021,Mar-2021,2021
2021-03-17,Ladakh,9852,9688,130,37,34,WK 11-2021,Mar-2021,2021
2021-03-17,Lakshadweep,606,416,1,31,189,WK 11-2021,Mar-2021,2021
2021-03-17,Madhya Pradesh,269391,260477,3890,23,5024,WK 11-2021,Mar-2021,2021
2021-03-17,Maharashtra,2329464,2144743,52909,27,131812,WK 11-2021,Mar-2021,2021
2021-03-17,Manipur,29313,28916,373,14,24,WK 11-2021,Mar-2021,2021
2021-03-17,Meghalaya,13997,13820,148,17,29,WK 11-2021,Mar-2021,2021
2021-03-17,Mizoram,4439,4417,10,15,12,WK 11-2021,Mar-2021,2021
2021-03-17,Nagaland,12225,12120,91,13,14,WK 11-2021,Mar-2021,2021
2021-03-17,Odisha,338258,335730,1918,21,610,WK 11-2021,Mar-2021,2021
2021-03-17,Puducherry,40044,39186,672,34,186,WK 11-2021,Mar-2021,2021
2021-03-17,Punjab,199573,181532,6099,03,11942,WK 11-2021,Mar-2021,2021
2021-03-17,Rajasthan,323220,317858,2790,08,2572,WK 11-2021,Mar-2021,2021
2021-03-17,Sikkim,6184,6008,135,11,41,WK 11-2021,Mar-2021,2021
2021-03-17,Tamil Nadu,860562,842862,12551,33,5149,WK 11-2021,Mar-2021,2021
2021-03-17,Telangana,301522,297851,1656,36,2015,WK 11-2021,Mar-2021,2021
2021-03-17,Tripura,33440,33029,391,16,20,WK 11-2021,Mar-2021,2021
2021-03-17,Uttar Pradesh,605441,594855,8748,09,1838,WK 11-2021,Mar-2021,2021
2021-03-17,Uttarakhand,97866,95581,1704,05,581,WK 11-2021,Mar-2021,2021
2021-03-17,West Bengal,578598,565156,10295,19,3147,WK 11-2021,Mar-2021,2021
2021-03-18,Andaman & Nicobar Island,5032,4967,62,35,3,WK 11-2021,Mar-2021,2021
2021-03-18,Andhra Pradesh,892269,883505,7185,28,1579,WK 11-2021,Mar-2021,2021
2021-03-18,Arunanchal Pradesh,16841,16783,56,12,2,WK 11-2021,Mar-2021,2021
2021-03-18,Assam,217839,215127,1099,18,1613,WK 11-2021,Mar-2021,2021
2021-03-18,Bihar,263100,261200,1553,10,347,WK 11-2021,Mar-2021,2021
2021-03-18,Chandigarh,23391,21833,359,04,1199,WK 11-2021,Mar-2021,2021
2021-03-18,Chhattisgarh,318830,310260,3909,22,4661,WK 11-2021,Mar-2021,2021
2021-03-18,Dadara & Nagar Havelli,3445,3416,2,26,27,WK 11-2021,Mar-2021,2021
2021-03-18,NCT of Delhi,644489,631056,10945,07,2488,WK 11-2021,Mar-2021,2021
2021-03-18,Goa,56100,54497,811,30,792,WK 11-2021,Mar-2021,2021
2021-03-18,Gujarat,280051,270658,4427,24,4966,WK 11-2021,Mar-2021,2021
2021-03-18,Haryana,276080,269517,3079,06,3484,WK 11-2021,Mar-2021,2021
2021-03-18,Himachal Pradesh,59869,58038,1011,02,820,WK 11-2021,Mar-2021,2021
2021-03-18,Jammu & Kashmir,127831,124882,1976,01,973,WK 11-2021,Mar-2021,2021
2021-03-18,Jharkhand,120771,119100,1094,20,577,WK 11-2021,Mar-2021,2021
2021-03-18,Karnataka,962339,940489,12403,29,9447,WK 11-2021,Mar-2021,2021
2021-03-18,Kerala,1094294,1063444,4422,32,26428,WK 11-2021,Mar-2021,2021
2021-03-18,Ladakh,9863,9690,130,37,43,WK 11-2021,Mar-2021,2021
2021-03-18,Lakshadweep,625,457,1,31,167,WK 11-2021,Mar-2021,2021
2021-03-18,Madhya Pradesh,270208,261031,3891,23,5286,WK 11-2021,Mar-2021,2021
2021-03-18,Maharashtra,2347328,2154253,52996,27,140079,WK 11-2021,Mar-2021,2021
2021-03-18,Manipur,29315,28918,373,14,24,WK 11-2021,Mar-2021,2021
2021-03-18,Meghalaya,14000,13821,148,17,31,WK 11-2021,Mar-2021,2021
2021-03-18,Mizoram,4442,4417,10,15,15,WK 11-2021,Mar-2021,2021
2021-03-18,Nagaland,12225,12120,91,13,14,WK 11-2021,Mar-2021,2021
2021-03-18,Odisha,338323,335796,1918,21,609,WK 11-2021,Mar-2021,2021
2021-03-18,Puducherry,40068,39215,673,34,180,WK 11-2021,Mar-2021,2021
2021-03-18,Punjab,201036,182283,6137,03,12616,WK 11-2021,Mar-2021,2021
